Table,Description_table,Field,Description,Data Type,Length,Column,Date
F4101,Item Master,IMOVR,ABC Code Override Indicator,Character,1,82,2025-07-15 09:36:08.224336
F4101,Item Master,IMWARR,Type Warranty,String,8,83,2025-07-15 09:36:08.224336
F4101,Item Master,IMCMCG,Commission Category,String,8,84,2025-07-15 09:36:08.224336
F4101,Item Master,IMSRNR,Serial Number Required,Character,1,85,2025-07-15 09:36:08.224336
F4101,Item Master,IMPMTH,Method - Kit/Configurator Pricing,Character,1,86,2025-07-15 09:36:08.224336
F4101,Item Master,IMFIFO,FIFO Processing,Character,1,87,2025-07-15 09:36:08.224336
F4101,Item Master,IMLOTS,Lot Status Code,Character,1,88,2025-07-15 09:36:08.224336
F4101,Item Master,IMSLD,Days - Shelf Life Days,Numeric,6,89,2025-07-15 09:36:08.224336
F4101,Item Master,IMANPL,Planner Number,Numeric,8,90,2025-07-15 09:36:08.224336
F4101,Item Master,IMMPST,Planning Code,Character,1,91,2025-07-15 09:36:08.224336
F4101,Item Master,IMPCTM,Percent Margin,Numeric,7,92,2025-07-15 09:36:08.224336
F4101,Item Master,IMMMPC,Margin Maintenance (%),Numeric,7,93,2025-07-15 09:36:08.224336
F4101,Item Master,IMPTSC,Material Status,String,2,94,2025-07-15 09:36:08.224336
F4101,Item Master,IMSNS,Round to Whole Number,Character,1,95,2025-07-15 09:36:08.224336
F4101,Item Master,IMLTLV,Leadtime Level,Numeric,5,96,2025-07-15 09:36:08.224336
F4101,Item Master,IMLTMF,Leadtime MFG,Numeric,5,97,2025-07-15 09:36:08.224336
F4101,Item Master,IMLTCM,Leadtime Cumulative,Numeric,5,98,2025-07-15 09:36:08.224336
F4101,Item Master,IMOPC,Order Policy Code,Character,1,99,2025-07-15 09:36:08.224336
F4101,Item Master,IMOPV,Value - Order Policy,Numeric,15,100,2025-07-15 09:36:08.224336
F4101,Item Master,IMACQ,Quantity - Accounting Cost,Numeric,15,101,2025-07-15 09:36:08.224336
F4101,Item Master,IMMLQ,Quantity - MFG Leadtime,Numeric,15,102,2025-07-15 09:36:08.224336
F4101,Item Master,IMLTPU,Leadtime Per Unit,Numeric,5,103,2025-07-15 09:36:08.224336
F4101,Item Master,IMMPSP,Planning Time Fence Rule,Character,1,104,2025-07-15 09:36:08.224336
F4101,Item Master,IMMRPP,Fixed or Variable Leadtime,Character,1,105,2025-07-15 09:36:08.224336
F4101,Item Master,IMITC,Issue Type Code,Character,1,106,2025-07-15 09:36:08.224336
F4101,Item Master,IMORDW,Order With,Character,1,107,2025-07-15 09:36:08.224336
F4101,Item Master,IMMTF1,Planning Time Fence Days,Numeric,5,108,2025-07-15 09:36:08.224336
F4101,Item Master,IMMTF2,Freeze Time Fence Days,Numeric,5,109,2025-07-15 09:36:08.224336
F4101,Item Master,IMMTF3,Message Time Fence Days,Numeric,5,110,2025-07-15 09:36:08.224336
F4101,Item Master,IMMTF4,MPS/MRP Time Fence 4,Numeric,5,111,2025-07-15 09:36:08.224336
F4101,Item Master,IMMTF5,Shipment Leadtime Offset,Numeric,5,112,2025-07-15 09:36:08.224336
F4101,Item Master,IMEXPD,Expedite Damper Days,Numeric,5,113,2025-07-15 09:36:08.224336
F4101,Item Master,IMDEFD,Defer Damper Days,Numeric,5,114,2025-07-15 09:36:08.224336
F4101,Item Master,IMSFLT,Safety Leadtime,Numeric,5,115,2025-07-15 09:36:08.224336
F4101,Item Master,IMMAKE,Make/Buy Code,Character,1,116,2025-07-15 09:36:08.224336
F4101,Item Master,IMCOBY,Co-Products/By-Products/Intermediate,Character,1,117,2025-07-15 09:36:08.224336
F4101,Item Master,IMLLX,Low Level Code,Numeric,3,118,2025-07-15 09:36:08.224336
F4101,Item Master,IMCMGL,Commitment Method,Character,1,119,2025-07-15 09:36:08.224336
F4101,Item Master,IMCOMH,Commitment - Specific (Days),Numeric,3,120,2025-07-15 09:36:08.224336
F4101,Item Master,IMURCD,User Reserved Code,String,2,121,2025-07-15 09:36:08.224336
F4101,Item Master,IMURDT,User Reserved Date,Date,6,122,2025-07-15 09:36:08.224336
F4101,Item Master,IMURAT,User Reserved Amount,Numeric,15,123,2025-07-15 09:36:08.224336
F4101,Item Master,IMURAB,User Reserved Number,Numeric,8,124,2025-07-15 09:36:08.224336
F4101,Item Master,IMURRF,User Reserved Reference,String,15,125,2025-07-15 09:36:08.224336
F4101,Item Master,IMUSER,User ID,String,10,126,2025-07-15 09:36:08.224336
F4101,Item Master,IMPID,Program ID,String,10,127,2025-07-15 09:36:08.224336
F4101,Item Master,IMJOBN,Work Station ID,String,10,128,2025-07-15 09:36:08.224336
F4101,Item Master,IMUPMJ,Date - Updated,Date,6,129,2025-07-15 09:36:08.224336
F4101,Item Master,IMTDAY,Time of Day,Numeric,6,130,2025-07-15 09:36:08.224336
F4101,Item Master,IMUPCN,UPC Number,String,13,131,2025-07-15 09:36:08.224336
F4101,Item Master,IMSCC0,Aggregate SCC Code (PI=0),String,14,132,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMUP,Unit of Measure - UPC,String,2,133,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMDF,Unit of Measure - Aggregate UPC,String,2,134,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS0,Unit of Measure - SCC(PI=0),String,2,135,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS1,Unit of Measure - SCC(PI=1),String,2,136,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS2,Unit of Measure - SCC(PI=2),String,2,137,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS3,Unit of Measure - SCC(PI=3),String,2,138,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS4,Unit of Measure - SCC(PI=4),String,2,139,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS5,Unit of Measure - SCC(PI=5),String,2,140,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS6,Unit of Measure - SCC(PI=6),String,2,141,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS7,Unit of Measure - SCC(PI=7),String,2,142,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMS8,Unit of Measure - SCC(PI=8),String,2,143,2025-07-15 09:36:08.224336
F4101,Item Master,IMPOC,Issue and Receipt,Character,1,144,2025-07-15 09:36:08.224336
F4101,Item Master,IMAVRT,Replenishment Hours - Standard,Numeric,15,145,2025-07-15 09:36:08.224336
F4101,Item Master,IMEQTY,Container Code,String,5,146,2025-07-15 09:36:08.224336
F4101,Item Master,IMWTRQ,Item Weight Required Y/N,Character,1,147,2025-07-15 09:36:08.224336
F4101,Item Master,IMTMPL,Template,String,20,148,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG1,Segment 1,String,10,149,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG2,Segment 2,String,10,150,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG3,Segment 3,String,10,151,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG4,Segment 4,String,10,152,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG5,Segment 5,String,10,153,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG6,Segment 6,String,10,154,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG7,Segment 7,String,10,155,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG8,Segment 8,String,10,156,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG9,Segment 9,String,10,157,2025-07-15 09:36:08.224336
F4101,Item Master,IMSEG0,Segment 10,String,10,158,2025-07-15 09:36:08.224336
F4101,Item Master,IMMIC,Matrix Controlled,Character,1,159,2025-07-15 09:36:08.224336
F4101,Item Master,IMAING,Active Ingredient Flag,Character,1,160,2025-07-15 09:36:08.224336
F4101,Item Master,IMBBDD,Best Before Default Days,Numeric,6,161,2025-07-15 09:36:08.224336
F4101,Item Master,IMCMDM,Commitment Date Method,Character,1,162,2025-07-15 09:36:08.224336
F4101,Item Master,IMLECM,Lot Expiraton Date Calculation Method,Character,1,163,2025-07-15 09:36:08.224336
F4101,Item Master,IMLEDD,Lot Effective Default Days,Numeric,6,164,2025-07-15 09:36:08.224336
F4101,Item Master,IMPEFD,Purchasing Effective Days,Numeric,6,165,2025-07-15 09:36:08.224336
F4101,Item Master,IMSBDD,Sell By Default Days,Numeric,6,166,2025-07-15 09:36:08.224336
F4101,Item Master,IMU1DD,User Lot Date 1 Default Days,Numeric,6,167,2025-07-15 09:36:08.224336
F4101,Item Master,IMU2DD,User Lot Date 2 Default Days,Numeric,6,168,2025-07-15 09:36:08.224336
F4101,Item Master,IMU3DD,User Lot Date 3 Default Days,Numeric,6,169,2025-07-15 09:36:08.224336
F4101,Item Master,IMU4DD,User Lot Date 4 Default Days,Numeric,6,170,2025-07-15 09:36:08.224336
F4101,Item Master,IMU5DD,User Lot Date 5 Default Days,Numeric,6,171,2025-07-15 09:36:08.224336
F4101,Item Master,IMDLTL,Dual Tolerance,Numeric,7,172,2025-07-15 09:36:08.224336
F4101,Item Master,IMDPPO,Dual Picking Process Option,Character,1,173,2025-07-15 09:36:08.224336
F4101,Item Master,IMDUAL,Dual Unit  Of Measure Item,Character,1,174,2025-07-15 09:36:08.224336
F4101,Item Master,IMXDCK,Cross-Docking Flag,Character,1,175,2025-07-15 09:36:08.224336
F4101,Item Master,IMLAF,Lot Audit Flag,Character,1,176,2025-07-15 09:36:08.224336
F4101,Item Master,IMLTFM,Special Lot Format,Character,1,177,2025-07-15 09:36:08.224336
F4101,Item Master,IMRWLA,Restrict Work Order Lot Assignment,Character,1,178,2025-07-15 09:36:08.224336
F4101,Item Master,IMLNPA,Lot Number Pre-Assignment,Character,1,179,2025-07-15 09:36:08.224336
F4101,Item Master,IMLOTC,Lot Status Code Expanded,String,3,180,2025-07-15 09:36:08.224336
F4101,Item Master,IMAPSC,Constraints Flag,Character,1,181,2025-07-15 09:36:08.224336
F4101,Item Master,IMAUOM,APS Planning UOM,String,9,182,2025-07-15 09:36:08.224336
F4101,Item Master,IMCONB,Consumable,Character,1,183,2025-07-15 09:36:08.224336
F4101,Item Master,IMGCMP,Composition,Character,1,184,2025-07-15 09:36:08.224336
F4101,Item Master,IMPRI1,Priority One Alert Level,Numeric,15,185,2025-07-15 09:36:08.224336
F4101,Item Master,IMPRI2,Priority Two Alert Level,Numeric,15,186,2025-07-15 09:36:08.224336
F4101,Item Master,IMASHL,Allow Shipping of Held Lots,Character,1,187,2025-07-15 09:36:08.224336
F4101,Item Master,IMVMINV,Vendor Managed Inventory,Character,1,188,2025-07-15 09:36:08.224336
F4101,Item Master,IMCMETH,Method - Configurator Costing,Character,1,189,2025-07-15 09:36:08.224336
F4101,Item Master,IMEXPI,Explode Item (1/0),Character,1,190,2025-07-15 09:36:08.224336
F4101,Item Master,IMOPTH,Minimum Operational Threshold,Numeric,15,191,2025-07-15 09:36:08.224336
F4101,Item Master,IMCUTH,Minimum Cumulative Threshold,Numeric,15,192,2025-07-15 09:36:08.224336
F4101,Item Master,IMUMTH,Operational Threshold Unit of Measure,String,3,193,2025-07-15 09:36:08.224336
F4101,Item Master,IMLMFG,Lean Manufacturing Flag,Character,1,194,2025-07-15 09:36:08.224336
F4101,Item Master,IMLINE,Line/Cell Identifier,String,12,195,2025-07-15 09:36:08.224336
F4101,Item Master,IMDFTPCT,Total Product Cycle Time,Numeric,20,196,2025-07-15 09:36:08.224336
F4101,Item Master,IMKBIT,Kanban Item,Character,1,197,2025-07-15 09:36:08.224336
F4101,Item Master,IMDFENDITM,Demand Flow End Item Flag,Character,1,198,2025-07-15 09:36:08.224336
F4101,Item Master,IMKANEXLL,Kanban Explode to Lower Level,Character,1,199,2025-07-15 09:36:08.224336
F4101,Item Master,IMSCPSELL,Sellable Item,Character,1,200,2025-07-15 09:36:08.224336
F4101,Item Master,IMMOPTH,Maximum Operational Threshold,Numeric,15,201,2025-07-15 09:36:08.224336
F4101,Item Master,IMMCUTH,Maximum Cumulative Threshold,Numeric,15,202,2025-07-15 09:36:08.224336
F4101,Item Master,IMCUMTH,Cumulative Threshold Unit of Measure,String,3,203,2025-07-15 09:36:08.224336
F4101,Item Master,IMATPRN,ATP Rule Name,String,80,204,2025-07-15 09:36:08.224336
F4101,Item Master,IMATPCA,Check ATP,Character,1,205,2025-07-15 09:36:08.224336
F4101,Item Master,IMATPAC,ATP Components,String,5,206,2025-07-15 09:36:08.224336
F4101,Item Master,IMCOORE,Country of Origin Required Flag,Character,1,207,2025-07-15 09:36:08.224336
F4101,Item Master,IMVCPFC,ATO Forecast Control,String,20,208,2025-07-15 09:36:08.224336
F4101,Item Master,IMPNYN,Production Number Controlled,Character,1,209,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBITM,Item Number - Short,Numeric,8,1,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBLITM,2nd Item Number,String,25,2,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBAITM,3rd Item Number,String,25,3,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBMCU,Business Unit,String,12,4,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP1,Sales Catalog Section,String,3,5,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP2,Sub Section,String,3,6,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP3,Sales Category Code 3,String,3,7,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP4,Sales Category Code 4,String,3,8,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP5,Sales Category Code 5,String,3,9,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP6,Category Code 6,String,6,10,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP7,Category Code 7,String,6,11,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP8,Category Code 8,String,6,12,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP9,Category Code 9,String,6,13,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRP0,Category Code 10,String,6,14,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP1,Commodity Class,String,3,15,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP2,Commodity Sub Class,String,3,16,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP3,Supplier Rebate Code,String,3,17,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP4,Master Planning Family,String,3,18,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP5,Purchasing Category Code 5,String,3,19,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP6,Group - Item Dimension,String,6,20,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP7,Group - Warehouse Process 1,String,6,21,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP8,Group - Warehouse Process 2,String,6,22,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP9,Group - Warehouse Process 3,String,6,23,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRP0,Item Pool,String,6,24,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCDCD,Commodity Code,String,15,25,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPDGR,Product Group,String,3,26,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBDSGP,Dispatch Group,String,3,27,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBVEND,Primary / Last Supplier Number,Numeric,8,28,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBANPL,Planner Number,Numeric,8,29,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBBUYR,Buyer Number,Numeric,8,30,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBGLPT,Category - G/L,String,4,31,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBORIG,Country of Origin,String,3,32,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBROPI,Reorder Point - Input,Numeric,15,33,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBROQI,Reorder Quantity - Input,Numeric,15,34,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBRQMX,Reorder Quantity - Maximum,Numeric,15,35,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBRQMN,Reorder Quantity - Minimum,Numeric,15,36,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBWOMO,Quantity - Order Multiples (SO/PO),Numeric,7,37,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSERV,Service Level,Numeric,7,38,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSAFE,Safety Stock,Numeric,15,39,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSLD,Days - Shelf Life Days,Numeric,6,40,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCKAV,Check Availability Y/N,Character,1,41,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRCE,Layer Code - Source,Character,1,42,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBLOTS,Lot Status Code,Character,1,43,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBOT1Y,Potency Control,Character,1,44,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBOT2Y,Grade Control,Character,1,45,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSTDP,Standard Potency,Numeric,7,46,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBFRMP,From Potency,Numeric,7,47,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBTHRP,Thru Potency,Numeric,7,48,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSTDG,Standard Grade,String,3,49,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBFRGD,From Grade,String,3,50,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBTHGD,Thru Grade,String,3,51,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCOTY,Component Type,Character,1,52,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBMMPC,Margin Maintenance (%),Numeric,7,53,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPRGR,Item Price Group,String,8,54,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBRPRC,Reprice (Basket Price) Category,String,8,55,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBORPR,Order Reprice Category,String,8,56,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBBACK,Backorders Allowed (Y/N),Character,1,57,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBIFLA,Item Flash Message,String,2,58,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBABCS,ABC Code 1 - Sales - Inventory,Character,1,59,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBABCM,ABC Code 1 - Margin - Inventory,Character,1,60,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBABCI,ABC Code 3 - Investment - Inventory,Character,1,61,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBOVR,ABC Code Override Indicator,Character,1,62,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSHCM,Shipping Commodity Class,String,3,63,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCARS,Carrier Number,Numeric,8,64,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCARP,Preferred Carrier - Purchasing,Numeric,8,65,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSHCN,Shipping Conditions Code,String,3,66,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSTKT,Stocking Type,Character,1,67,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBLNTY,Line Type,String,2,68,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBFIFO,FIFO Processing,Character,1,69,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCYCL,Cycle Count Category,String,3,70,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBINMG,Print Message,String,10,71,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBWARR,Type Warranty,String,8,72,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSRNR,Serial Number Required,Character,1,73,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBPCTM,Percent Margin,Numeric,7,74,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBCMCG,Commission Category,String,8,75,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBFUF1,AIA Document Flag,Character,1,76,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBTX,Purchasing Taxable (Y/N),Character,1,77,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBTAX1,Sales Taxable (Y/N),Character,1,78,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBMPST,Planning Code,Character,1,79,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBMRPD,Item Display Code,Character,1,80,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBMRPC,Flag - Net Change,Character,1,81,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBUPC,Units - Per Container,Numeric,15,82,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBSNS,Round to Whole Number,Character,1,83,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBMERL,Item Revision Level,String,3,84,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBLTLV,Leadtime Level,Numeric,5,85,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBLTMF,Leadtime MFG,Numeric,5,86,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBLTCM,Leadtime Cumulative,Numeric,5,87,2025-07-15 09:36:08.224336
F4102,Item Branch File,IBOPC,Order Policy Code,Character,1,88,2025-07-15 09:36:08.224336
